sample_name,R_vfs,R_n,R_intph0,R_intph1,R_area_m,R_area_v,R_area_s,R_area_k,R_comp_m,R_comp_v,R_comp_s,R_comp_k,R_eccen_m,R_eccen_v,R_eccen_s,R_eccen_k,R_els_m,R_els_v,R_els_s,R_els_k,P_locvf_m,P_locvf_v,P_locvf_s,P_locvf_k,P_nbd_m,P_nbd_v,P_nbd_s,P_nbd_k,P_ncd_m,P_ncd_v,P_ncd_s,P_ncd_k,P_ornang_m,P_ornang_v,P_ornang_s,P_ornang_k,P_pores_m,P_pores_v,P_pores_s,P_pores_k,P_rc_m,P_rc_v,P_rc_s,P_rc_k,P_rctan_m,P_rctan_v,P_rctan_s,P_rctan_k,P_rnds_m,P_rnds_v,P_rnds_s,P_rnds_k,P_ttst_m,P_ttst_v,P_ttst_s,P_ttst_k
sample12-195rpm-60kx-7,1.099320e-03,10,3.031933e-04,2.870556e-04,4.218427e+02,1.279561e+05,2.283355e+00,6.905822e+00,1.808155e-01,1.488034e-03,-1.103621e+00,2.821051e+00,7.102580e-01,1.188146e-02,2.497919e-01,1.919302e+00,7.384519e-01,1.258865e-02,-7.838737e-02,1.918440e+00,1.976493e-03,5.741105e-06,1.995600e+00,5.995791e+00,2.043402e+02,2.093116e+04,3.762333e-01,2.490835e+00,2.304435e+02,2.112056e+04,5.242471e-01,2.473922e+00,4.005483e-01,2.925788e-01,4.531774e-01,2.824154e+00,7.177292e+00,3.020047e+00,1.751974e+00,5.497252e+00,1.098183e+01,1.519573e+01,1.884596e+00,5.725410e+00,7.570828e-01,1.560533e-02,-6.527542e-01,2.229970e+00,7.392223e-01,2.352304e-02,-6.275199e-01,2.902668e+00,3.602974e-01,2.976328e-03,-9.933084e-01,2.273913e+00
sample12-195rpm-60kx-8,3.893100e-03,45,1.297863e-03,1.209350e-03,3.319781e+02,2.825844e+04,1.249298e+00,3.537289e+00,1.624706e-01,7.235130e-04,-5.584156e-01,2.636489e+00,7.327132e-01,2.435678e-02,-7.694930e-01,3.033807e+00,6.783685e-01,1.780566e-02,-8.009272e-02,2.897318e+00,5.590404e-03,2.129352e-05,2.011708e+00,7.287899e+00,1.120055e+02,7.459053e+03,6.327694e-01,2.305825e+00,1.345712e+02,7.693985e+03,6.788606e-01,2.396542e+00,5.073858e-03,6.549839e-01,1.618049e-01,2.112156e+00,6.120485e+00,3.782146e+00,1.020268e+00,3.617463e+00,1.000426e+01,5.713623e+00,9.580535e-01,2.817951e+00,6.753185e-01,6.851229e-03,-4.494142e-01,2.607458e+00,6.581817e-01,5.121466e-02,8.845851e-01,3.838342e+00,3.498269e-01,2.446843e-03,-1.700972e-01,1.896141e+00
sample12-195rpm-60kx-9,1.097706e-02,114,3.504817e-03,3.279867e-03,3.694943e+02,2.895536e+04,1.274162e+00,4.411510e+00,1.627201e-01,7.587814e-04,-2.357432e-01,2.297978e+00,7.382413e-01,2.482481e-02,-5.106796e-01,2.442945e+00,6.795645e-01,2.788989e-02,-5.614427e-02,2.054602e+00,2.520780e-02,4.608764e-04,1.383515e+00,4.861322e+00,5.133384e+01,2.457256e+03,2.552299e+00,1.149628e+01,7.563975e+01,2.495843e+03,2.479325e+00,1.102061e+01,1.976196e-01,7.089778e-01,-2.725995e-01,2.041625e+00,6.339766e+00,2.429075e+00,5.606528e-01,2.940924e+00,1.059531e+01,5.400446e+00,8.481018e-01,3.063444e+00,6.831093e-01,9.536402e-03,-3.535679e-01,2.730102e+00,6.762045e-01,5.168549e-02,2.956777e-01,2.828263e+00,3.432960e-01,2.166229e-03,-2.420948e-01,2.346170e+00
sample12-20rpm-60kx-1,1.055797e-02,13,1.377573e-03,1.399090e-03,3.116474e+03,2.332915e+07,2.169773e+00,6.713568e+00,1.419547e-01,1.741013e-03,-7.082977e-01,2.643162e+00,8.050828e-01,1.788627e-02,-4.259854e-01,1.900841e+00,5.987175e-01,2.660234e-02,-4.300156e-01,2.121702e+00,3.982481e-02,1.593039e-03,9.830861e-01,3.451454e+00,4.267838e+01,6.877085e+03,2.801081e+00,9.535666e+00,9.568122e+01,7.554504e+03,2.318108e+00,7.694122e+00,-6.830927e-01,9.611610e-01,1.257623e+00,3.183811e+00,1.327993e+01,5.930678e+01,1.025832e-01,1.527016e+00,2.530458e+01,3.809897e+02,1.359614e+00,4.020162e+00,5.907427e-01,9.570382e-03,4.179331e-01,1.834519e+00,5.738614e-01,8.386066e-02,4.428225e-01,2.128167e+00,3.246296e-01,6.237418e-03,-5.605541e-01,3.022075e+00
sample12-20rpm-60kx-18,6.565113e-03,7,5.256981e-04,5.266761e-04,3.598906e+03,2.944422e+07,1.543594e+00,3.848863e+00,1.647940e-01,7.371562e-04,-9.620458e-02,2.115836e+00,7.711734e-01,1.177357e-02,3.191555e-01,2.448309e+00,6.526709e-01,2.177146e-02,-3.176273e-01,2.522588e+00,9.011257e-03,9.577892e-05,6.513583e-01,1.667106e+00,4.340574e+01,2.826014e+03,1.243884e+00,3.324745e+00,9.470767e+01,2.167889e+03,1.363012e+00,3.623066e+00,1.206666e-01,5.465476e-01,-3.883656e-01,2.107635e+00,1.674565e+01,2.236071e+02,1.014320e+00,2.448984e+00,2.685823e+01,4.949034e+02,1.074710e+00,2.802471e+00,6.885648e-01,1.772414e-02,-4.719669e-01,3.137006e+00,6.452796e-01,7.439012e-02,5.004065e-01,2.689146e+00,3.509503e-01,1.458686e-03,-3.946373e-01,1.887991e+00
sample12-20rpm-60kx-20,4.898528e-03,7,6.024744e-04,6.191012e-04,2.685307e+03,1.250886e+07,1.037324e+00,2.283404e+00,1.510268e-01,1.243463e-03,-8.137620e-01,2.657694e+00,8.056560e-01,2.722647e-02,-1.125088e+00,3.388480e+00,6.058608e-01,6.042508e-02,6.683941e-03,2.383603e+00,8.925494e-03,9.318277e-05,9.036121e-01,2.446317e+00,3.455183e+02,2.173700e+05,9.443682e-01,2.563905e+00,4.079206e+02,2.212980e+05,1.043454e+00,2.853337e+00,-3.681663e-01,4.905997e-02,-3.643170e-01,2.604300e+00,1.348684e+01,7.489775e+01,7.943852e-01,1.939683e+00,2.413010e+01,3.179144e+02,8.716231e-01,1.986554e+00,6.141245e-01,3.222849e-03,-2.337617e-01,2.172618e+00,4.702166e-01,3.891044e-02,-3.682669e-01,2.105007e+00,3.682232e-01,1.355289e-03,-4.925294e-01,2.718109e+00
sample12-20rpm-60kx-21,3.537581e-03,25,7.755880e-04,7.408675e-04,5.429912e+02,1.076833e+05,7.894578e-01,2.181478e+00,1.907812e-01,5.416484e-04,-4.622602e-01,2.251016e+00,6.967881e-01,2.703587e-02,-1.096049e-01,1.870790e+00,7.104667e-01,2.648158e-02,-3.429720e-01,2.254776e+00,2.071070e-02,1.668995e-03,2.299062e+00,6.724679e+00,7.460754e+01,2.076055e+04,3.760430e+00,1.717791e+01,1.036923e+02,2.040076e+04,3.734451e+00,1.708329e+01,-2.253936e-01,6.035582e-01,1.879279e-01,2.406054e+00,8.387675e+00,4.669499e+00,7.340720e-01,2.731842e+00,1.260906e+01,1.442817e+01,5.776164e-01,1.853662e+00,7.515650e-01,6.891569e-03,-1.223949e-01,2.035173e+00,7.370317e-01,6.714129e-02,7.723557e-02,2.173672e+00,3.794185e-01,1.558354e-03,1.079712e-01,2.150210e+00
sample12-20rpm-60kx-26,3.847621e-03,5,3.706783e-04,3.652990e-04,2.952899e+03,2.159281e+07,1.475671e+00,3.218290e+00,1.525100e-01,3.781714e-04,-1.065926e-01,1.950925e+00,7.853265e-01,2.769273e-02,-3.735599e-01,1.253888e+00,6.018430e-01,4.603429e-02,4.524030e-01,1.745154e+00,3.798055e-03,7.342356e-06,4.914817e-01,1.503501e+00,1.430327e+02,7.702650e+04,1.488724e+00,3.234976e+00,2.095002e+02,7.072417e+04,1.487690e+00,3.233600e+00,-3.857580e-01,3.674647e-01,8.806070e-01,2.392835e+00,1.551947e+01,2.079399e+02,1.422667e+00,3.151975e+00,2.500110e+01,3.936024e+02,1.355314e+00,3.074125e+00,6.559693e-01,1.310875e-02,-1.827154e-01,1.328955e+00,5.110243e-01,4.487735e-02,8.161774e-01,2.369974e+00,3.789852e-01,7.063955e-03,2.218813e-01,1.639495e+00
sample12-20rpm-60kx-27,4.677001e-03,20,9.105580e-04,8.699692e-04,8.973541e+02,4.015032e+05,1.659030e+00,5.452993e+00,1.658222e-01,7.105532e-04,-2.005720e-01,1.809412e+00,8.478681e-01,2.246777e-02,-1.814999e+00,5.519664e+00,5.289326e-01,3.757552e-02,6.397246e-01,3.006788e+00,9.936725e-03,1.045479e-04,1.533697e+00,4.421617e+00,5.987124e+01,8.903883e+03,3.097155e+00,1.219525e+01,1.042208e+02,9.245091e+03,2.894244e+00,1.106418e+01,-3.150722e-01,5.733832e-01,1.272833e+00,4.017252e+00,9.234395e+00,9.002292e+00,1.636704e+00,5.126419e+00,1.609369e+01,2.803143e+01,1.045211e+00,3.553866e+00,6.949214e-01,8.784935e-03,-9.914665e-03,1.628721e+00,4.992361e-01,5.079723e-02,4.339209e-01,2.392617e+00,4.175943e-01,3.936248e-03,-6.229487e-01,2.496017e+00
sample12-20rpm-60kx-34,6.590542e-03,10,7.975940e-04,7.946599e-04,2.528992e+03,1.062707e+07,1.139230e+00,2.651253e+00,1.568456e-01,1.938932e-03,-4.906178e-01,1.852915e+00,7.565571e-01,5.136156e-02,-6.469558e-01,2.010090e+00,6.142128e-01,5.950292e-02,-1.157368e-01,1.686950e+00,1.162779e-02,2.194680e-04,1.513650e+00,4.254582e+00,2.221129e+02,1.506387e+05,1.916644e+00,5.542372e+00,2.990732e+02,1.530357e+05,2.097539e+00,6.207340e+00,8.922081e-02,7.663733e-01,8.344301e-01,1.938341e+00,1.350253e+01,1.183097e+02,1.499983e+00,4.216190e+00,2.327573e+01,2.924928e+02,8.138945e-01,2.081851e+00,6.398054e-01,2.071378e-02,-6.080181e-01,2.470102e+00,5.607572e-01,8.492241e-02,-6.728341e-03,1.457314e+00,3.591648e-01,2.996560e-03,-8.386844e-01,3.140971e+00
sample12-20rpm-60kx-42,4.550345e-03,12,6.772947e-04,6.704484e-04,1.455089e+03,2.343031e+06,1.084981e+00,2.907053e+00,1.633674e-01,1.046100e-03,-2.201383e-01,1.886649e+00,8.367197e-01,1.442445e-02,-1.170256e+00,3.543432e+00,5.748274e-01,2.255393e-02,-3.117339e-02,2.355313e+00,1.038033e-02,1.790542e-04,1.087934e+00,2.535285e+00,6.599092e+01,1.613725e+04,2.707429e+00,8.860293e+00,1.306369e+02,1.459484e+04,2.356026e+00,7.622748e+00,9.745843e-02,1.711340e-01,-7.265139e-01,2.353565e+00,1.019158e+01,2.538142e+01,3.620536e-01,1.824048e+00,1.883657e+01,1.182030e+02,6.077735e-01,2.037870e+00,6.652619e-01,1.367409e-02,-4.110670e-01,2.445070e+00,4.901051e-01,3.138723e-02,2.368557e-01,2.131736e+00,3.967535e-01,1.750420e-03,-9.583367e-01,3.712043e+00
sample12-20rpm-60kx-44,4.072815e-02,18,1.741894e-03,1.770258e-03,8.682575e+03,1.066027e+09,3.874504e+00,1.602913e+01,1.666467e-01,1.009474e-03,-8.118892e-01,3.156299e+00,8.174424e-01,1.352217e-02,-7.639484e-01,2.666718e+00,5.905004e-01,2.130067e-02,1.453104e-01,1.607041e+00,3.380026e-02,4.955998e-03,2.436728e+00,7.208532e+00,3.558274e+01,2.103807e+03,1.518084e+00,4.014478e+00,1.093938e+02,8.600773e+03,1.950562e+00,6.542035e+00,-4.093005e-01,4.200790e-01,5.730703e-01,3.187417e+00,1.354804e+01,2.895762e+02,3.536219e+00,1.433443e+01,2.682633e+01,2.164338e+03,3.708890e+00,1.520324e+01,7.050521e-01,9.115286e-03,-2.018431e-01,1.862230e+00,5.601572e-01,4.450725e-02,5.223109e-01,1.783923e+00,3.863576e-01,2.852474e-03,-5.240621e-01,3.285599e+00
sample12-20rpm-60kx-6,1.411316e-03,7,2.758081e-04,2.689618e-04,7.736643e+02,4.855462e+05,1.368197e+00,3.666588e+00,1.753081e-01,4.563084e-04,-7.496224e-01,3.035154e+00,7.122530e-01,4.441647e-02,-2.282389e-01,1.618429e+00,6.750491e-01,5.753432e-02,-4.076256e-04,2.595675e+00,2.821718e-03,2.073545e-05,1.942276e+00,4.941381e+00,2.679840e+02,6.057730e+04,1.756129e-01,1.505397e+00,3.041115e+02,6.259962e+04,2.610744e-01,1.541431e+00,-4.598537e-01,9.170493e-01,3.891198e-01,1.953947e+00,8.874137e+00,5.703923e+00,-1.272193e-01,1.406129e+00,1.454604e+01,4.045742e+01,9.008431e-01,2.758735e+00,7.121849e-01,6.907795e-03,5.822116e-01,2.469108e+00,6.510271e-01,6.625577e-02,6.051176e-01,2.192642e+00,3.717527e-01,6.970718e-04,-3.215074e-01,2.104648e+00
sample12-20rpm-60kx-7,1.886645e-03,8,3.149298e-04,2.992811e-04,9.049540e+02,1.884793e+06,2.199313e+00,5.969086e+00,1.817674e-01,8.539793e-04,-9.690249e-01,2.295785e+00,7.987859e-01,1.994971e-02,-1.494538e+00,4.518590e+00,6.231835e-01,1.621707e-02,5.289667e-01,3.444344e+00,2.277846e-03,3.270929e-06,8.522794e-01,2.213761e+00,2.637722e+02,9.360333e+04,1.173132e+00,3.201123e+00,2.961606e+02,1.016821e+05,1.267072e+00,3.439350e+00,-1.839884e-01,1.246979e+00,1.480911e-01,1.533405e+00,8.634237e+00,1.881302e+01,1.523937e+00,4.479165e+00,1.456260e+01,8.684176e+01,1.994009e+00,5.451776e+00,6.983871e-01,1.359318e-02,-1.076296e+00,2.286157e+00,7.413363e-01,6.601190e-02,3.207556e-03,2.152467e+00,3.651214e-01,3.447718e-03,-7.855914e-01,2.506496e+00
sample7-195rpm-60kx-1,5.914715e-03,21,1.013742e-03,9.946697e-04,1.080789e+03,1.344370e+06,1.418732e+00,4.559702e+00,1.619919e-01,1.741446e-03,-1.643148e-01,2.082327e+00,7.433120e-01,2.717887e-02,-3.199775e-01,2.237043e+00,6.666579e-01,6.143760e-02,-1.208051e+00,3.677328e+00,9.302938e-03,3.087995e-04,3.309647e+00,1.363978e+01,1.523344e+02,4.382993e+04,1.517782e+00,4.358520e+00,1.904245e+02,4.305319e+04,1.531398e+00,4.482788e+00,3.110844e-01,9.112633e-01,-1.794098e-01,1.819524e+00,9.543140e+00,3.910937e+01,3.293160e-01,2.766899e+00,1.574978e+01,1.007688e+02,3.571784e-01,2.449187e+00,4.786007e+14,2.408661e+30,3.498320e+00,1.424764e+01,7.169508e-01,2.249501e-01,2.731399e+00,1.190087e+01,4.087649e-01,3.744810e-02,1.800448e+00,5.350002e+00
sample7-195rpm-60kx-10,1.054037e-02,31,1.744340e-03,1.726735e-03,1.304729e+03,3.050379e+06,2.289577e+00,7.498369e+00,1.649832e-01,1.496477e-03,-4.714174e-01,2.113144e+00,7.491822e-01,1.783083e-02,-3.541674e-01,2.256423e+00,6.852172e-01,1.817924e-02,-2.487724e-01,2.140996e+00,4.402632e-02,3.894200e-03,2.081709e+00,6.206744e+00,5.776867e+01,6.925281e+03,1.613954e+00,4.834082e+00,9.674410e+01,6.901950e+03,1.483780e+00,4.604949e+00,-3.241781e-01,7.714253e-01,6.527030e-01,2.624856e+00,1.034698e+01,2.029012e+01,8.543401e-01,2.995426e+00,1.753680e+01,1.113612e+02,1.575053e+00,4.695301e+00,6.742158e-01,1.560163e-02,-4.082074e-01,2.305893e+00,6.457297e-01,4.205791e-02,4.968607e-01,2.929482e+00,3.463592e-01,3.746052e-03,-4.890956e-01,2.449764e+00
sample7-195rpm-60kx-11,8.502616e-03,38,1.677833e-03,1.614260e-03,8.586088e+02,5.305724e+05,1.868843e+00,7.412109e+00,1.763459e-01,1.095698e-03,-8.097748e-01,3.210672e+00,7.136366e-01,2.797732e-02,-5.145516e-01,2.119563e+00,7.040302e-01,2.262251e-02,-2.097553e-01,2.076691e+00,1.574320e-02,4.833578e-04,2.977673e+00,1.181388e+01,1.093397e+02,1.565277e+04,1.525674e+00,4.812952e+00,1.424592e+02,1.613204e+04,1.511159e+00,4.654157e+00,-2.454225e-01,8.706921e-01,3.308671e-01,2.043221e+00,9.044830e+00,7.321102e+00,6.976158e-02,2.575554e+00,1.531348e+01,3.984969e+01,8.233632e-01,3.496252e+00,6.969947e-01,1.597302e-02,-3.722390e-01,3.330500e+00,7.164953e-01,6.252664e-02,1.807578e-01,2.047870e+00,3.569368e-01,2.647736e-03,-3.555502e-01,2.756961e+00
sample7-195rpm-60kx-2,1.461930e-02,22,1.926745e-03,1.933591e-03,2.549941e+03,5.902652e+06,8.824895e-01,2.651203e+00,1.520149e-01,1.987837e-03,4.581349e-01,2.624554e+00,7.644313e-01,3.714817e-02,-3.039814e+00,1.249723e+01,6.670113e-01,1.940512e-02,7.857543e-01,3.091245e+00,3.735882e-02,7.254052e-03,4.149128e+00,1.884391e+01,7.818343e+01,1.164433e+04,1.330368e+00,3.234369e+00,1.295405e+02,1.468594e+04,1.114993e+00,2.877603e+00,4.412355e-03,9.856248e-01,1.555270e-01,1.775203e+00,1.361700e+01,6.493154e+01,8.007588e-02,2.172981e+00,2.459465e+01,2.166212e+02,8.844201e-02,2.045449e+00,6.338763e-01,1.989947e-02,1.497589e+00,4.903195e+00,7.062419e-01,2.255828e-01,2.803673e+00,1.138122e+01,3.053963e-01,1.199496e-02,-7.672642e-01,4.003387e+00
sample7-195rpm-60kx-3,7.081031e-03,22,1.362903e-03,1.333073e-03,1.235094e+03,1.540810e+06,1.756951e+00,5.680709e+00,1.510968e-01,1.168540e-03,-2.932347e-01,2.798054e+00,8.075165e-01,1.879466e-02,-1.121941e+00,3.587913e+00,5.996047e-01,2.245076e-02,3.798654e-01,2.378820e+00,3.524564e-02,2.083658e-03,1.590382e+00,4.314018e+00,1.561807e+02,4.590490e+04,1.696790e+00,4.913592e+00,1.985708e+02,5.087513e+04,1.648000e+00,4.886483e+00,-2.870063e-01,1.370435e+00,4.318318e-01,1.456755e+00,9.659038e+00,1.369010e+01,7.874819e-01,2.900088e+00,1.791682e+01,7.556527e+01,1.014060e+00,3.283506e+00,6.297803e-01,1.011637e-02,1.850997e-01,3.783147e+00,6.096904e-01,4.683623e-02,-1.121971e-02,1.724935e+00,3.258904e-01,3.551747e-03,2.171852e-01,2.404145e+00
sample7-195rpm-60kx-4,3.336104e-03,10,6.147000e-04,6.098098e-04,1.280165e+03,9.751252e+05,5.852758e-01,2.760949e+00,1.478924e-01,1.163184e-03,1.943510e-01,1.797391e+00,8.252921e-01,2.018601e-02,-1.075499e+00,3.592504e+00,5.683638e-01,4.640405e-02,-4.967247e-01,2.281646e+00,4.140054e-03,1.406204e-05,4.363986e-01,1.686304e+00,1.965161e+02,3.387160e+04,1.162619e-01,1.271274e+00,2.381280e+02,3.507238e+04,2.669075e-01,1.273256e+00,1.362239e-01,1.563451e+00,-4.869386e-02,1.386218e+00,9.425452e+00,2.566172e+01,-8.920008e-01,2.492074e+00,1.792153e+01,9.589792e+01,-5.851624e-01,2.567091e+00,5.629500e+14,3.169127e+30,2.666667e+00,8.111111e+00,4.935566e-01,9.734090e-03,-8.210045e-01,2.047609e+00,4.090752e-01,4.013354e-02,1.255649e+00,2.979502e+00
sample7-195rpm-60kx-5,1.129199e-02,22,1.956575e-03,1.962932e-03,1.969583e+03,3.540558e+06,1.760325e+00,6.255774e+00,1.299775e-01,1.336300e-03,2.447374e-01,2.369641e+00,7.663616e-01,2.874037e-02,-1.480278e+00,4.874855e+00,6.299738e-01,2.281854e-02,2.698522e-01,2.185250e+00,2.824957e-02,8.423411e-04,1.365305e+00,4.291784e+00,5.083309e+01,6.393468e+03,1.576328e+00,3.880582e+00,1.052352e+02,6.417864e+03,1.320972e+00,3.024408e+00,-3.983108e-01,8.524537e-01,7.280800e-01,2.189606e+00,1.181521e+01,2.567856e+01,4.511048e-01,3.277313e+00,2.265088e+01,1.192980e+02,7.289152e-01,3.195674e+00,5.834414e-01,1.514199e-02,-4.538007e-01,3.365211e+00,5.295238e-01,2.806672e-02,2.971134e-02,2.719396e+00,3.028450e-01,4.854152e-03,-2.630742e-01,2.564585e+00
sample7-195rpm-60kx-6,4.894616e-03,13,9.227835e-04,9.164262e-04,1.444780e+03,8.135442e+05,7.026749e-01,2.086484e+00,1.369122e-01,7.750481e-04,-1.628246e-01,3.402526e+00,7.908971e-01,1.913268e-02,-1.220696e+00,3.445066e+00,6.435212e-01,2.167730e-02,4.423428e-01,2.889136e+00,3.389439e-02,9.571834e-03,3.154329e+00,1.100020e+01,2.450749e+02,7.164907e+04,8.368448e-01,3.036885e+00,3.008230e+02,7.342658e+04,7.528288e-01,2.812360e+00,-4.098540e-01,1.176314e+00,7.851324e-01,1.963148e+00,1.113458e+01,6.741632e+00,4.448604e-01,2.653222e+00,2.050861e+01,4.255831e+01,4.304085e-01,1.843562e+00,5.763138e-01,9.532191e-03,3.101950e-01,3.007389e+00,5.973470e-01,5.665547e-02,5.924343e-01,2.157917e+00,3.142092e-01,6.617461e-03,3.721815e-01,2.088057e+00
sample7-195rpm-60kx-7,7.616020e-03,21,1.196147e-03,1.161426e-03,1.391666e+03,2.319280e+06,2.570094e+00,1.013422e+01,1.607105e-01,7.274114e-04,-1.824317e-01,2.579705e+00,7.701197e-01,3.001515e-02,-1.548958e+00,4.886315e+00,6.483110e-01,2.808738e-02,6.344870e-01,2.705750e+00,1.508633e-02,4.579095e-04,3.260992e+00,1.356944e+01,1.326014e+02,2.100411e+04,9.280091e-01,2.749394e+00,1.744394e+02,2.197605e+04,1.021831e+00,3.038765e+00,-3.994647e-01,1.112455e+00,7.208072e-01,1.981795e+00,1.137892e+01,2.561499e+01,1.123930e+00,3.628135e+00,1.900336e+01,8.594627e+01,1.393222e+00,5.050208e+00,6.598124e-01,8.443410e-03,-3.546187e-01,2.528602e+00,7.089538e-01,7.307140e-02,7.106373e-01,3.345648e+00,3.291461e-01,2.681603e-03,2.055624e-01,2.195933e+00
sample7-195rpm-60kx-8,4.353269e-03,13,7.477138e-04,7.281530e-04,1.284986e+03,8.637784e+05,1.154378e+00,3.413947e+00,1.578440e-01,1.186139e-03,3.246521e-01,2.414821e+00,7.293902e-01,3.316703e-02,-5.541272e-01,2.264010e+00,6.856217e-01,4.077142e-02,1.618866e-01,1.849315e+00,5.599378e-03,2.144029e-05,1.481035e+00,3.836134e+00,1.293786e+02,2.356187e+04,1.158039e+00,3.173157e+00,1.730833e+02,2.317371e+04,1.090141e+00,3.025516e+00,-9.440391e-01,2.426409e-01,1.572896e+00,5.407195e+00,1.157558e+01,1.481353e+01,4.087515e-01,1.670711e+00,1.909684e+01,4.802917e+01,5.722842e-01,2.632450e+00,6.279981e-01,9.013254e-03,8.075534e-01,2.626516e+00,6.741011e-01,8.205612e-02,4.936481e-01,2.117575e+00,3.342109e-01,2.503668e-03,-9.042680e-01,3.753522e+00
sample7-195rpm-60kx-9,9.133943e-03,28,1.676855e-03,1.625507e-03,1.251776e+03,7.891000e+05,4.780480e-01,1.870234e+00,1.524727e-01,9.466965e-04,1.175565e-01,2.093142e+00,7.888275e-01,2.420154e-02,-7.789311e-01,2.470593e+00,6.195020e-01,3.338365e-02,1.106753e-01,1.864400e+00,3.172567e-02,1.610203e-03,1.542256e+00,4.046773e+00,5.725453e+01,1.193887e+04,2.230941e+00,6.842412e+00,1.077453e+02,1.234048e+04,1.960744e+00,5.647274e+00,-4.756187e-01,1.149184e+00,8.189486e-01,2.024676e+00,1.024440e+01,1.105445e+01,2.984378e-01,2.236095e+00,1.861597e+01,5.382036e+01,1.220184e-01,1.652645e+00,6.268922e-01,1.348887e-02,5.709073e-02,2.212534e+00,6.081422e-01,7.526521e-02,4.552020e-01,2.103135e+00,3.419916e-01,3.029475e-03,2.453320e-03,2.512322e+00
sample7-20rpm-60kx-10,5.434985e-03,10,8.435620e-04,8.425840e-04,2.085570e+03,7.121775e+06,1.506750e+00,4.135370e+00,1.462069e-01,2.597218e-03,6.119586e-01,2.719511e+00,6.713887e-01,7.767196e-02,-1.351535e+00,4.482289e+00,6.985056e-01,4.985354e-02,-4.802702e-01,2.152532e+00,9.743406e-03,1.629600e-04,1.641835e+00,4.772636e+00,2.579858e+02,8.735735e+04,4.851763e-01,1.511106e+00,3.180293e+02,9.726730e+04,5.363206e-01,1.654754e+00,-1.040733e-01,6.093151e-01,-1.117261e-01,2.325982e+00,1.128849e+01,4.549019e+01,-1.480964e-02,1.949950e+00,2.116827e+01,2.397354e+02,7.036559e-01,2.586826e+00,6.209327e-01,2.915533e-02,9.311040e-01,3.453288e+00,6.293176e-01,8.310379e-02,6.700712e-02,2.292825e+00,2.626137e-01,9.096191e-03,-2.362526e+00,7.145638e+00
sample7-20rpm-60kx-11,1.098978e-02,22,1.917453e-03,1.930657e-03,1.916870e+03,2.741048e+06,7.143086e-01,2.300047e+00,1.330215e-01,1.832555e-03,3.402615e-01,1.832470e+00,8.652732e-01,8.551423e-03,-1.032280e+00,4.025550e+00,5.491001e-01,3.469047e-02,-4.919012e-01,3.857528e+00,3.520478e-02,5.470994e-03,3.394159e+00,1.397401e+01,6.051431e+01,6.206798e+03,1.399831e+00,3.576287e+00,1.203062e+02,8.220120e+03,9.860801e-01,2.966416e+00,-1.211473e-01,5.871665e-01,8.761513e-01,3.763966e+00,1.083139e+01,2.475907e+01,-4.655197e-01,2.640270e+00,2.197448e+01,1.333419e+02,2.023815e-02,2.031051e+00,3.428877e+14,2.079523e+30,4.274025e+00,1.950969e+01,4.805178e-01,7.594683e-02,1.071859e+00,3.849178e+00,3.615974e-01,2.578240e-02,2.647509e+00,9.872734e+00
sample7-20rpm-60kx-2,1.138100e-02,11,1.173163e-03,1.179520e-03,3.970214e+03,3.771168e+07,2.114797e+00,6.086743e+00,1.296086e-01,5.382833e-04,-7.170546e-01,2.946896e+00,7.390177e-01,5.737448e-02,-1.432659e+00,4.029588e+00,6.635897e-01,3.855985e-02,4.606583e-01,1.918168e+00,1.650938e-02,2.331261e-04,4.729144e-01,1.664297e+00,2.147029e+02,5.598163e+04,3.241467e-01,1.218850e+00,2.872583e+02,6.523855e+04,3.472445e-01,1.284652e+00,-2.768930e-01,5.267947e-01,1.300056e+00,5.235033e+00,1.530154e+01,1.200060e+02,1.677005e+00,4.306009e+00,2.954651e+01,4.298387e+02,1.709118e+00,4.594054e+00,5.982611e-01,3.897051e-03,-5.053236e-01,3.072460e+00,5.065767e-01,2.923423e-02,7.765809e-01,2.200952e+00,3.060752e-01,3.957037e-03,1.835821e-01,2.459728e+00
sample7-20rpm-60kx-3,5.332779e-03,15,8.821947e-04,8.924642e-04,1.364233e+03,5.415345e+05,3.420568e-01,1.851824e+00,1.602187e-01,1.035408e-03,-2.223128e-01,1.733960e+00,7.749903e-01,1.924516e-02,-5.542479e-01,2.378776e+00,6.550603e-01,2.357617e-02,-3.002962e-01,2.617699e+00,8.445841e-03,6.177704e-05,1.371591e+00,3.638841e+00,1.530774e+02,2.406398e+04,1.325012e+00,3.863351e+00,1.998128e+02,2.324295e+04,1.213145e+00,3.591525e+00,7.215232e-02,8.112266e-01,-4.685688e-01,2.266068e+00,1.212954e+01,6.159119e+00,-6.840964e-01,2.688269e+00,2.008697e+01,3.296002e+01,6.784158e-02,1.667466e+00,6.372871e-01,1.338779e-02,-1.108655e-01,1.896064e+00,6.528475e-01,9.244243e-02,8.767604e-01,3.363588e+00,3.354020e-01,2.436916e-03,-3.097437e-01,2.562836e+00
