-6.173404e-01,-7.641581e-01,-9.170591e-01,-9.224841e-01,-2.387836e-01,-1.105271e-01,-1.233013e+00,-6.072338e-01,5.290582e-01,-1.790796e-01,-1.401932e+00,-1.900947e-01,2.644629e-01,8.672491e-02,1.049162e+00,-9.892108e-01,-4.784739e-01,1.727593e+00,-1.240919e+00,-2.799139e-01,-1.084689e+00,-4.026265e-01,-1.996388e+00,-9.917366e-01,7.649394e-01,1.334578e+00,-1.157026e-01,-3.922339e-01,5.923674e-01,1.414542e+00,-6.385945e-02,-3.772976e-01,-1.427654e+00,1.117177e+00,1.482392e+00,4.465634e-01,8.570718e-02,-2.484410e-01,-9.668400e-01,-5.795317e-01,-1.555324e-02,-2.645057e-01,-1.300243e+00,-5.256386e-01,-1.351642e-01,-1.262489e-01,-5.560350e-01,-3.013225e-01,1.020968e+00,1.010445e+00,-1.293793e+00,-6.441568e-02,2.134972e-01,-3.039902e-01,5.497116e-01,-3.426091e-01
1.610111e-01,-1.787164e-01,1.014995e-01,1.109881e-01,-7.338497e-02,-9.946686e-02,1.288181e+00,7.620033e-01,-6.552771e-01,-5.071004e-01,3.235588e-01,-2.775880e-01,-6.141270e-01,-1.050653e+00,5.080336e-01,7.086162e-01,5.079377e-01,-1.171200e+00,-9.513295e-01,1.969565e+00,-4.733834e-01,-3.608100e-01,-4.427631e-01,-4.647611e-01,-6.567209e-03,-4.927186e-01,-6.899422e-01,-2.669073e-01,-6.315075e-03,-5.120868e-01,-7.558474e-01,-1.945602e-01,-4.950917e-01,1.016495e+00,3.941704e-01,-6.711720e-01,4.603668e-01,-5.474478e-02,1.011835e+00,5.558922e-01,1.861187e-01,-1.163817e-01,1.304332e+00,7.814660e-01,-1.351642e-01,-1.262489e-01,-3.619764e-01,-8.550189e-02,8.608592e-01,-9.618319e-01,1.999252e-01,-3.364835e-01,-1.898417e+00,-2.542369e-01,-5.043110e-01,2.197481e-01
-3.324701e-01,-3.235602e-02,-1.696779e-01,-2.011853e-01,-3.457409e-01,-1.102311e-01,3.185544e-01,-4.682352e-02,-7.597801e-01,-9.484259e-01,1.404933e+00,8.075579e-01,7.612288e-01,-8.919285e-01,7.983677e-01,-6.519091e-01,-8.834789e-01,-3.541987e-01,-9.930541e-01,-1.634048e-01,-6.130313e-01,-3.817389e-01,-9.543724e-01,-7.680891e-01,-2.846619e-01,-2.073748e-01,8.145901e-01,6.092104e-01,-3.515350e-01,-2.409611e-01,8.893861e-01,6.341870e-01,-4.603219e-01,2.070010e+00,5.369961e-01,-8.537238e-01,-6.336682e-01,-2.678120e-01,-1.534071e-01,-2.774693e-01,-4.981497e-01,-2.639720e-01,5.060996e-01,4.084243e-02,-1.351642e-01,-1.262489e-01,-2.286059e-01,-6.652710e-02,-1.284427e-01,-2.945809e-01,-4.397209e-01,-1.139318e-01,-6.215111e-01,-4.223240e-01,1.070968e-01,-2.489733e-01
-8.115641e-01,-8.129449e-01,-1.148343e+00,-1.149889e+00,-4.792502e-01,-1.114219e-01,-7.962200e-01,-5.547681e-01,6.141655e-02,1.504043e+00,6.425783e-01,-1.582919e+00,-2.503138e-01,6.747138e-01,1.129357e+00,-1.190899e+00,4.703022e-02,7.373180e-01,-5.688216e-02,-1.737674e+00,-1.058359e+00,-3.947156e-01,-1.601411e-01,-5.101336e-01,1.038950e+00,8.553336e-01,-1.387641e+00,-1.049015e+00,8.382310e-01,8.117329e-01,-1.289183e+00,-1.028530e+00,4.115835e-01,-1.356015e+00,1.271444e-01,-7.919789e-01,-1.096269e+00,-3.078224e-01,-2.372533e+00,-1.951785e-01,-1.013736e+00,-3.246339e-01,-5.227736e-01,-4.894805e-01,-1.351642e-01,-1.262489e-01,-1.439228e-01,-3.398699e-01,-3.428918e-01,2.713517e-01,-1.111820e-01,-6.297637e-01,1.192515e-01,-6.369787e-01,1.345075e-01,-4.257762e-01
-7.557374e-01,-5.690109e-01,-9.630129e-01,-9.686756e-01,-4.737260e-01,-1.114061e-01,-2.564371e-01,-3.458100e-01,-4.683961e-01,-1.379930e+00,6.386179e-01,-1.010750e-01,1.298607e+00,-1.366792e+00,1.156919e+00,-8.433794e-01,-1.006591e+00,-1.243228e+00,-9.092702e-01,-1.112654e+00,-5.008065e-01,-2.467700e-01,7.681345e-01,3.045462e-01,9.690932e-01,9.269567e-01,-1.688703e-01,-3.032047e-01,7.177086e-01,9.278744e-01,-8.971991e-02,-2.630560e-01,-3.689732e-01,-5.585023e-01,-3.479267e-01,-3.629812e-01,-1.104387e+00,-3.022518e-01,-3.366727e-02,-3.722822e-01,-9.830136e-01,-3.239246e-01,1.953090e-02,-2.428416e-01,-1.351642e-01,-1.262489e-01,-1.753123e-01,-1.299286e-01,-1.488199e+00,-1.243232e+00,-1.285492e+00,-4.742085e-01,8.326935e-01,-2.428461e-01,-2.383575e-01,-4.502657e-01
-1.498651e-02,-5.690109e-01,-3.050147e-01,-2.636204e-01,1.410200e-01,-1.067981e-01,-3.277573e-01,-3.703552e-01,4.895910e-02,5.646128e-01,-2.567466e-01,-3.045271e-01,-1.292753e+00,-8.334394e-02,-1.055986e+00,1.276703e+00,1.509018e+00,-1.154922e+00,-4.795166e-01,1.291552e+00,-4.157839e-01,-3.559548e-01,-3.326456e-01,-4.815671e-01,4.099121e-01,-3.813136e-01,-1.104468e+00,-7.745895e-01,5.016663e-01,-4.572083e-01,-1.171040e+00,-8.015983e-01,1.941661e-01,4.892963e-01,-8.694276e-01,-3.925206e-01,1.674079e+00,-1.213512e-01,-5.182721e-01,-2.424147e-01,1.035473e+00,-2.140829e-01,-5.416287e-01,-2.092936e-01,-1.351642e-01,-1.262489e-01,1.696619e-01,-1.667784e-01,1.205265e+00,-7.395655e-01,-4.423144e-01,-3.635500e-01,-1.363628e+00,1.770715e-01,-7.230854e-01,-2.136844e-01
1.001323e+00,-8.617317e-01,-1.398840e-01,-1.296138e-01,2.848620e+00,1.558757e-02,-1.458114e+00,-6.538589e-01,-2.210300e+00,-1.231125e+00,-1.183947e-01,-3.838083e-01,1.861692e+00,5.744751e-02,-1.106480e+00,9.192634e-02,-1.996545e+00,2.214437e+00,2.746908e+00,8.246479e-01,4.681490e-01,-1.571262e-01,-7.843936e-01,-7.799919e-01,3.567134e+00,1.281189e+00,-1.119284e+00,-1.035592e+00,4.059809e+00,2.021132e+00,-7.988848e-01,-8.429330e-01,-1.714283e+00,-7.076508e-01,1.026795e+00,-2.871825e-01,4.781748e+00,5.456158e-01,-9.567732e-01,-6.949084e-01,4.633549e+00,6.730523e-01,-1.350455e+00,-6.095872e-01,-1.351642e-01,-1.262489e-01,-5.259675e-01,-3.946823e-01,-2.184679e+00,-9.943871e-01,-1.624451e+00,-5.350860e-01,-4.592212e-01,-3.910580e-02,-3.003013e-01,-6.850354e-01
2.130418e-01,1.187314e+00,7.473785e-01,6.739158e-01,-3.585529e-01,-1.109693e-01,-2.710914e-01,-2.977784e-01,1.425484e+00,-8.238683e-01,-8.506773e-01,2.082361e-01,-9.044327e-01,8.568830e-01,5.258280e-01,-5.851238e-01,2.118953e-01,8.370397e-01,-8.602908e-01,2.740058e-01,-1.257595e-01,-3.441813e-01,-8.243092e-01,-6.429585e-01,-4.654187e-01,-5.537043e-01,1.309169e+00,2.416312e+00,-5.128542e-01,-5.847310e-01,1.800662e+00,3.097405e+00,6.773321e-03,1.124070e+00,1.746879e-01,-7.010092e-01,-2.114131e-01,-2.685037e-01,-7.313376e-01,-7.256944e-02,-4.644297e-01,-2.926789e-01,-4.299405e-01,-2.750208e-01,3.106403e-01,-2.646738e-02,7.204642e+00,1.125713e+01,1.139714e+00,-1.354513e-01,-1.116939e+00,1.514720e-01,8.568085e-01,7.548366e-01,5.467063e+00,8.943400e+00
-4.698080e-01,-7.153713e-01,-7.908123e-01,-7.930463e-01,-1.117135e-01,-1.102354e-01,-1.092550e+00,-5.694980e-01,7.342217e-01,-1.151502e+00,5.018101e-03,-9.206817e-01,1.361873e+00,-1.691960e+00,1.508179e+00,-7.797760e-01,-8.059003e-01,-1.359299e+00,7.487954e-01,-2.863577e-01,-9.251390e-01,-4.012889e-01,-1.450454e+00,-9.165351e-01,-5.517130e-02,-1.496320e-01,-9.649516e-01,-9.910898e-01,6.886879e-02,-1.330901e-01,-7.959641e-01,-9.258117e-01,-1.445646e+00,1.606231e+00,1.157666e+00,-3.132586e-01,7.319230e-01,-2.501568e-01,-1.067295e+00,-5.525935e-01,4.433834e-01,-2.752760e-01,-1.145968e+00,-4.651936e-01,-1.351642e-01,-1.262489e-01,2.691903e-01,-4.698181e-02,2.638943e-01,-6.934222e-01,2.122676e+00,1.356522e+00,1.420815e-01,-2.774072e-01,7.166117e-02,-6.757706e-01
-3.449152e-01,1.821543e+00,5.186191e-01,4.140250e-01,-4.890467e-01,-1.114414e-01,2.936207e-01,1.005383e-01,4.092756e-01,-8.007501e-01,-7.954198e-01,7.465330e-01,-6.585445e-01,-4.852274e-01,4.521579e-01,-2.434461e-01,8.289348e-01,-8.410463e-01,-3.070249e-01,1.693307e-01,-3.152774e-01,-2.839813e-01,1.432515e+00,1.478140e+00,-5.260858e-01,-6.003899e-01,-6.488032e-01,-5.925561e-01,-6.766657e-01,-6.360614e-01,-5.097746e-01,-5.200036e-01,-3.377106e-01,1.628407e-01,4.159121e-01,-3.827296e-01,-1.102512e+00,-3.086830e-01,2.658881e-01,7.201518e-01,-1.068655e+00,-3.293256e-01,3.588548e-01,1.461836e-01,-1.351642e-01,-1.262489e-01,-5.909754e-01,2.444539e-01,5.783793e-01,-5.170358e-01,-4.652730e-01,-4.334029e-02,3.851936e-02,-5.041139e-01,2.117468e-02,-4.124784e-02
