-6.173404e-01,-7.641581e-01,-9.170591e-01,-9.224841e-01,-2.387836e-01,-1.105271e-01,5.290582e-01,-1.790796e-01,2.644629e-01,8.672491e-02,-4.784739e-01,1.727593e+00,-1.084689e+00,-4.026265e-01,7.649394e-01,1.334578e+00,5.923674e-01,1.414542e+00,-1.427654e+00,1.117177e+00,8.570718e-02,-2.484410e-01,-1.555324e-02,-2.645057e-01,-1.351642e-01,-1.262489e-01,1.020968e+00,1.010445e+00,2.134972e-01,-3.039902e-01
1.610111e-01,-1.787164e-01,1.014995e-01,1.109881e-01,-7.338497e-02,-9.946686e-02,-6.552771e-01,-5.071004e-01,-6.141270e-01,-1.050653e+00,5.079377e-01,-1.171200e+00,-4.733834e-01,-3.608100e-01,-6.567209e-03,-4.927186e-01,-6.315075e-03,-5.120868e-01,-4.950917e-01,1.016495e+00,4.603668e-01,-5.474478e-02,1.861187e-01,-1.163817e-01,-1.351642e-01,-1.262489e-01,8.608592e-01,-9.618319e-01,-1.898417e+00,-2.542369e-01
-3.324701e-01,-3.235602e-02,-1.696779e-01,-2.011853e-01,-3.457409e-01,-1.102311e-01,-7.597801e-01,-9.484259e-01,7.612288e-01,-8.919285e-01,-8.834789e-01,-3.541987e-01,-6.130313e-01,-3.817389e-01,-2.846619e-01,-2.073748e-01,-3.515350e-01,-2.409611e-01,-4.603219e-01,2.070010e+00,-6.336682e-01,-2.678120e-01,-4.981497e-01,-2.639720e-01,-1.351642e-01,-1.262489e-01,-1.284427e-01,-2.945809e-01,-6.215111e-01,-4.223240e-01
-8.115641e-01,-8.129449e-01,-1.148343e+00,-1.149889e+00,-4.792502e-01,-1.114219e-01,6.141655e-02,1.504043e+00,-2.503138e-01,6.747138e-01,4.703022e-02,7.373180e-01,-1.058359e+00,-3.947156e-01,1.038950e+00,8.553336e-01,8.382310e-01,8.117329e-01,4.115835e-01,-1.356015e+00,-1.096269e+00,-3.078224e-01,-1.013736e+00,-3.246339e-01,-1.351642e-01,-1.262489e-01,-3.428918e-01,2.713517e-01,1.192515e-01,-6.369787e-01
-7.557374e-01,-5.690109e-01,-9.630129e-01,-9.686756e-01,-4.737260e-01,-1.114061e-01,-4.683961e-01,-1.379930e+00,1.298607e+00,-1.366792e+00,-1.006591e+00,-1.243228e+00,-5.008065e-01,-2.467700e-01,9.690932e-01,9.269567e-01,7.177086e-01,9.278744e-01,-3.689732e-01,-5.585023e-01,-1.104387e+00,-3.022518e-01,-9.830136e-01,-3.239246e-01,-1.351642e-01,-1.262489e-01,-1.488199e+00,-1.243232e+00,8.326935e-01,-2.428461e-01
-1.498651e-02,-5.690109e-01,-3.050147e-01,-2.636204e-01,1.410200e-01,-1.067981e-01,4.895910e-02,5.646128e-01,-1.292753e+00,-8.334394e-02,1.509018e+00,-1.154922e+00,-4.157839e-01,-3.559548e-01,4.099121e-01,-3.813136e-01,5.016663e-01,-4.572083e-01,1.941661e-01,4.892963e-01,1.674079e+00,-1.213512e-01,1.035473e+00,-2.140829e-01,-1.351642e-01,-1.262489e-01,1.205265e+00,-7.395655e-01,-1.363628e+00,1.770715e-01
1.001323e+00,-8.617317e-01,-1.398840e-01,-1.296138e-01,2.848620e+00,1.558757e-02,-2.210300e+00,-1.231125e+00,1.861692e+00,5.744751e-02,-1.996545e+00,2.214437e+00,4.681490e-01,-1.571262e-01,3.567134e+00,1.281189e+00,4.059809e+00,2.021132e+00,-1.714283e+00,-7.076508e-01,4.781748e+00,5.456158e-01,4.633549e+00,6.730523e-01,-1.351642e-01,-1.262489e-01,-2.184679e+00,-9.943871e-01,-4.592212e-01,-3.910580e-02
2.130418e-01,1.187314e+00,7.473785e-01,6.739158e-01,-3.585529e-01,-1.109693e-01,1.425484e+00,-8.238683e-01,-9.044327e-01,8.568830e-01,2.118953e-01,8.370397e-01,-1.257595e-01,-3.441813e-01,-4.654187e-01,-5.537043e-01,-5.128542e-01,-5.847310e-01,6.773321e-03,1.124070e+00,-2.114131e-01,-2.685037e-01,-4.644297e-01,-2.926789e-01,3.106403e-01,-2.646738e-02,1.139714e+00,-1.354513e-01,8.568085e-01,7.548366e-01
-4.698080e-01,-7.153713e-01,-7.908123e-01,-7.930463e-01,-1.117135e-01,-1.102354e-01,7.342217e-01,-1.151502e+00,1.361873e+00,-1.691960e+00,-8.059003e-01,-1.359299e+00,-9.251390e-01,-4.012889e-01,-5.517130e-02,-1.496320e-01,6.886879e-02,-1.330901e-01,-1.445646e+00,1.606231e+00,7.319230e-01,-2.501568e-01,4.433834e-01,-2.752760e-01,-1.351642e-01,-1.262489e-01,2.638943e-01,-6.934222e-01,1.420815e-01,-2.774072e-01
-3.449152e-01,1.821543e+00,5.186191e-01,4.140250e-01,-4.890467e-01,-1.114414e-01,4.092756e-01,-8.007501e-01,-6.585445e-01,-4.852274e-01,8.289348e-01,-8.410463e-01,-3.152774e-01,-2.839813e-01,-5.260858e-01,-6.003899e-01,-6.766657e-01,-6.360614e-01,-3.377106e-01,1.628407e-01,-1.102512e+00,-3.086830e-01,-1.068655e+00,-3.293256e-01,-1.351642e-01,-1.262489e-01,5.783793e-01,-5.170358e-01,3.851936e-02,-5.041139e-01
